Gene	Reactions	Growth	Production rate
b1241	ALCD2x;ACALD	0.87392150696843	0.0
b0351	ACALD	0.8739215069684314	0.0
s0001	NH4t;H2Ot;O2t;CO2t;ACALDt	0.0	2.8147258610438213
b1849	ACKr	0.8739215069684315	0.0
b3115	ACKr	0.8739215069684315	0.0
b2296	ACKr	0.8739215069684315	0.0
b1276	ACONTa;ACONTb	0.0	0.0
b0118	ACONTa;ACONTb	0.0	0.0
b0474	ADK1	0.8739215069684289	0.0
b0116	AKGDH;PDH	0.6551544850130906	0.0
b0727	AKGDH	0.8034447678694782	0.0
b0726	AKGDH	0.8034447678694782	0.0
b2587	AKGt2r	0.8739215069684263	0.0
b0356	ALCD2x	0.8739215069684306	0.0
b1478	ALCD2x	0.8739215069684306	0.0
b3734	ATPS4r	0.11173318191042249	0.0
b3733	ATPS4r	0.11173318191042249	0.0
b3736	ATPS4r	0.11173318191042249	0.0
b3737	ATPS4r	0.11173318191042249	0.0
b3739	ATPS4r	0.11173318191042249	0.0
b3738	ATPS4r	0.11173318191042249	0.0
b3735	ATPS4r	0.11173318191042249	0.0
b3731	ATPS4r	0.11173318191042249	0.0
b3732	ATPS4r	0.11173318191042249	0.0
b0720	CS	0.0	0.0
b0733	CYTBD	0.03977670152358918	4.30214187720305
b0734	CYTBD	0.03977670152358918	4.30214187720305
b0979	CYTBD	0.03977670152358918	4.30214187720305
b0978	CYTBD	0.03977670152358918	4.30214187720305
b3603	D_LACt2	0.8739215069684306	0.0
b2975	D_LACt2	0.8739215069684306	0.0
b2779	ENO	0.0	0.0
b2925	FBA	0.0	0.0
b1773	FBA	0.0	0.0
b2097	FBA	0.0	0.0
b3925	FBP	0.8739215069684285	0.0
b4232	FBP	0.8739215069684285	0.0
b2492	FORt2;FORt	0.8739215069684277	0.0
b0904	FORt2;FORt	0.8739215069684277	0.0
b4152	FRD7	0.8739215069684307	0.0
b4154	FRD7	0.8739215069684307	0.0
b4153	FRD7	0.8739215069684307	0.0
b4151	FRD7	0.8739215069684307	0.0
b1611	FUM	0.5065929714288797	5.311058812809049
b4122	FUM	0.5065929714288797	5.311058812809049
b1612	FUM	0.5065929714288797	5.311058812809049
b3528	MALt2_2;FUMt2_2;SUCCt2_2	0.8739215069684293	0.0
b1852	G6PDH2r	0.8321671165963792	0.0
b1779	GAPD	0.0	0.0
b1297	GLNS	0.0	0.0
b3870	GLNS	0.0	0.0
b0809	GLNabc	0.8739215069684286	0.0
b0811	GLNabc	0.8739215069684286	0.0
b0810	GLNabc	0.8739215069684286	0.0
b1761	GLUDy	0.8177712859010182	0.0
b1524	GLUN	0.8739215069684317	0.0
b0485	GLUN	0.8739215069684317	0.0
b1812	GLUN	0.8739215069684317	0.0
b3213	GLUSy	0.87392150696843	0.0
b3212	GLUSy	0.87392150696843	0.0
b4077	GLUt2r	0.8739215069684304	0.0
b2029	GND	0.832167116596379	0.0
b0875	H2Ot	0.24529420626041284	0.0
b1136	ICDHyr	0.0	4.5944238425098
b4015	ICL	0.8739215069684306	0.0
b1380	LDH_D	0.8739215069684307	0.0
b2133	LDH_D	0.8739215069684307	0.0
b4014	MALS	0.8739215069684311	0.0
b2976	MALS	0.8739215069684311	0.0
b3236	MDH	0.7646016287811171	0.0
b1479	ME1	0.8739215069684284	0.0
b2463	ME2	0.8739215069684297	0.0
b2281	NADH16	0.08196406404056772	0.0
b2277	NADH16	0.08196406404056772	0.0
b2280	NADH16	0.08196406404056772	0.0
b2286	NADH16	0.08196406404056772	0.0
b2287	NADH16	0.08196406404056772	0.0
b2284	NADH16	0.08196406404056772	0.0
b2276	NADH16	0.08196406404056772	0.0
b2282	NADH16	0.08196406404056772	0.0
b2279	NADH16	0.08196406404056772	0.0
b2283	NADH16	0.08196406404056772	0.0
b2285	NADH16	0.08196406404056772	0.0
b2288	NADH16	0.08196406404056772	0.0
b2278	NADH16	0.08196406404056772	0.0
b1603	THD2;NADTRHD	0.8739215069684304	0.0
b3962	NADTRHD	0.8739215069684318	0.0
b1602	THD2;NADTRHD	0.8739215069684304	0.0
b0451	NH4t	0.0	1.5614355565004896
b0114	PDH	0.7574672661524872	0.0
b0115	PDH	0.7574672661524872	0.0
b3916	PFK	0.0	0.0
b1723	PFK	0.0	0.0
b3114	PFL	0.8739215069684295	0.0
b2579	PFL	0.8739215069684295	0.0
b3951	PFL	0.8739215069684295	0.0
b0902	PFL	0.8739215069684295	0.0
b3952	PFL	0.8739215069684295	0.0
b0903	PFL	0.8739215069684295	0.0
b4025	PGI	0.8425697466822601	0.0
b2926	PGK	0.0	0.0
b0767	PGL	0.8321671165963782	0.0
b3612	PGM	0.0	0.0
b4395	PGM	0.0	0.0
b0755	PGM	0.0	0.0
b3493	PIt2r	0.0	0.0
b2987	PIt2r	0.0	0.0
b3956	PPC	0.8607832877359163	0.0
b3403	PPCK	0.8739215069684297	0.0
b1702	PPS	0.8739215069684291	0.0
b2297	PTAr	0.8739215069684295	0.0
b2458	PTAr	0.8739215069684295	0.0
b1676	PYK	0.8467200439294944	0.014215484584417126
b1854	PYK	0.8467200439294944	0.014215484584417126
b3386	RPE	0.8397895135832449	0.0
b4301	RPE	0.8397895135832449	0.0
b2914	RPI	0.0	0.0
b4090	RPI	0.0	0.0
b0721	SUCDi	0.5065929714288796	5.3110588128090495
b0722	SUCDi	0.5065929714288796	5.3110588128090495
b0724	SUCDi	0.5065929714288796	5.3110588128090495
b0723	SUCDi	0.5065929714288796	5.3110588128090495
b0729	SUCOAS	0.8034447678694807	0.0
b0728	SUCOAS	0.8034447678694807	0.0
b0008	TALA	0.8359439737161417	0.0
b2464	TALA	0.8359439737161417	0.0
b2465	TKT2;TKT1	0.0	0.0
b2935	TKT2;TKT1	0.0	0.0
b3919	TPI	0.0	0.0
